# Reviewed-protein consensus per KO; generated by scripts/build_kegg_swissprot_consensus.py.
# Swiss-Prot 2026_03 (uniprot_sprot.dat.gz sha256 c87208822a56e8ae); KEGG gene links sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	predicate	agreeing	proteins
K03478	hydrolase	54	54
K03500	methyltransferase	86	86
K03500	transferase	86	86
K03501	methyltransferase	669	669
K03501	transferase	669	669
K03503	hydrolase	6	6
K03503	peptidase	6	6
K03503	protease	6	6
K03509	enzyme	6	6
K03509	replication	6	6
K03509	stress_response	6	6
K03509	transferase	6	6
K03511	nucleotidyltransferase	5	5
K03511	stress_response	5	5
K03511	transferase	5	5
K03512	lyase	5	5
K03512	nucleotidyltransferase	5	5
K03512	transferase	5	5
K03514	nucleotidyltransferase	8	9
K03514	transferase	8	9
K03515	nucleotidyltransferase	8	8
K03515	stress_response	7	8
K03515	transferase	8	8
K03517	transferase	246	246
K03524	ligase	7	7
K03524	synthetase	7	7
K03525	atp_binding	364	364
K03525	kinase	364	364
K03525	transferase	364	364
K03526	oxidoreductase	436	436
K03527	oxidoreductase	434	435
K03534	isomerase	97	97
K03534	racemase	97	97
K03536	endonuclease	496	496
K03536	hydrolase	496	496
K03536	nuclease	496	496
K03536	rnase	496	496
K03537	endonuclease	41	45
K03537	hydrolase	41	45
K03537	nuclease	41	45
K03537	rnase	41	45
K03538	endonuclease	30	37
K03538	hydrolase	30	37
K03538	nuclease	30	37
K03538	rnase	30	37
K03539	endonuclease	27	30
K03539	hydrolase	27	30
K03539	nuclease	27	30
K03539	rnase	27	30
K03540	endonuclease	43	46
K03540	hydrolase	43	46
K03540	nuclease	43	46
K03540	rnase	43	46
K03545	isomerase	724	725
K03551	atp_binding	703	704
K03551	atpase	703	704
K03551	hydrolase	703	704
K03552	dnase	13	13
K03552	endonuclease	13	13
K03552	hydrolase	13	13
K03552	nuclease	13	13
K03564	oxidoreductase	19	19
K03564	peroxidase	19	19
K03568	hydrolase	11	11
K03568	peptidase	11	11
K03568	protease	11	11
K03574	hydrolase	19	19
K03575	glycosidase	17	17
K03575	hydrolase	17	17
K03580	atp_binding	118	118
K03580	atpase	118	118
K03580	hydrolase	118	118
K03581	isomerase	10	11
K03582	exonuclease	12	12
K03582	hydrolase	12	12
K03582	isomerase	12	12
K03582	nuclease	12	12
K03587	hydrolase	11	13
K03587	peptidase	11	13
K03587	protease	11	13
K03588	glycosyltransferase	76	77
K03588	transferase	76	77
K03594	metal_binding	17	20
K03594	oxidoreductase	17	20
K03596	gtp_binding	714	714
K03596	hydrolase	714	714
K03601	exonuclease	418	419
K03601	hydrolase	418	419
K03601	nuclease	418	419
K03602	exonuclease	428	428
K03602	hydrolase	428	428
K03602	nuclease	428	428
K03612	membrane	41	43
K03612	translocase	42	43
K03612	transporter	42	43
K03613	membrane	103	106
K03613	translocase	106	106
K03613	transporter	106	106
K03614	membrane	110	113
K03614	translocase	113	113
K03614	transporter	113	113
K03615	membrane	71	73
K03615	translocase	73	73
K03615	transporter	73	73
K03616	membrane	105	108
K03616	translocase	107	108
K03616	transporter	107	108
K03617	membrane	127	130
K03617	translocase	130	130
K03617	transporter	130	130
K03621	transferase	564	565
K03628	atp_binding	46	46
K03628	atpase	46	46
K03628	hydrolase	46	46
K03635	sulfurtransferase	69	72
K03635	transferase	69	72
K03637	lyase	358	359
K03639	lyase	265	265
K03642	lyase	24	25
K03644	sulfurtransferase	611	611
K03644	transferase	611	611
K03648	glycosidase	391	391
K03648	hydrolase	391	391
K03649	glycosidase	49	49
K03649	hydrolase	49	49
K03650	hydrolase	584	587
K03651	hydrolase	24	24
K03651	phosphodiesterase	24	24
K03652	glycosidase	206	206
K03652	hydrolase	206	206
K03653	glycosidase	22	22
K03653	hydrolase	22	22
K03653	lyase	22	22
K03654	isomerase	7	7
K03655	isomerase	29	29
K03656	isomerase	6	6
K03657	isomerase	34	35
K03660	glycosidase	7	7
K03660	hydrolase	7	7
K03660	lyase	7	7
K03663	glycosyltransferase	7	7
K03663	transferase	7	7
K03669	glycosyltransferase	58	58
K03669	transferase	58	58
K03683	exonuclease	79	79
K03683	hydrolase	79	79
K03683	nuclease	79	79
K03683	rnase	79	79
K03684	exonuclease	20	20
K03684	hydrolase	20	20
K03684	nuclease	20	20
K03684	rnase	20	20
K03685	endonuclease	497	498
K03685	hydrolase	497	498
K03685	nuclease	497	498
K03685	rnase	497	498
K03688	transferase	155	155
K03691	glycosyltransferase	16	16
K03691	transferase	16	16
K03698	hydrolase	30	30
K03700	dnase	108	108
K03700	endonuclease	108	108
K03700	hydrolase	108	108
K03700	nuclease	108	108
K03707	hydrolase	16	17
K03715	glycosyltransferase	9	9
K03715	transferase	9	9
K03723	atp_binding	30	30
K03723	atpase	30	30
K03723	hydrolase	30	30
K03724	enzyme	7	8
K03724	helicase	7	8
K03724	isomerase	8	8
K03726	isomerase	27	27
K03732	atp_binding	121	121
K03732	atpase	121	121
K03732	hydrolase	121	121
K03734	atp_binding	12	12
K03734	kinase	12	12
K03734	transferase	12	12
K03736	lyase	73	73
K03737	oxidoreductase	6	6
K03738	oxidoreductase	6	6
K03741	oxidoreductase	39	39
K03750	transferase	19	21
K03752	nucleotidyltransferase	203	203
K03752	transferase	203	203
K03763	nucleotidyltransferase	63	63
K03763	transferase	63	63
K03766	glycosyltransferase	8	8
K03766	transferase	8	8
K03767	isomerase	36	36
K03768	isomerase	45	45
K03769	isomerase	12	12
K03771	isomerase	87	87
K03772	isomerase	10	10
K03773	isomerase	7	7
K03775	isomerase	14	14
K03778	dehydrogenase	19	19
K03778	nad_binding	19	19
K03778	oxidoreductase	19	19
K03779	dehydratase	8	8
K03779	lyase	8	8
K03780	dehydratase	8	8
K03780	lyase	8	8
K03781	oxidoreductase	92	92
K03781	peroxidase	92	92
K03782	oxidoreductase	318	318
K03782	peroxidase	318	318
K03783	glycosyltransferase	12	12
K03783	transferase	12	12
K03784	glycosyltransferase	196	196
K03784	transferase	196	196
K03785	dehydratase	182	182
K03785	lyase	182	182
K03786	dehydratase	353	354
K03786	lyase	354	354
K03787	hydrolase	503	503
K03787	phosphatase	503	503
K03788	hydrolase	17	17
K03788	phosphatase	17	17
K03789	transferase	13	13
K03790	transferase	5	5
K03792	glycosyltransferase	5	5
K03792	transferase	5	5
K03795	lyase	12	12
K03797	hydrolase	23	23
K03797	peptidase	23	23
K03797	protease	23	23
K03798	hydrolase	165	165
K03798	metal_binding	165	165
K03798	peptidase	165	165
K03798	protease	165	165
K03799	hydrolase	417	417
K03799	metal_binding	417	417
K03799	peptidase	417	417
K03799	protease	417	417
K03800	ligase	77	78
K03800	synthetase	77	78
K03801	transferase	427	427
K03809	nad_binding	150	155
K03809	oxidoreductase	150	155
K03813	glycosyltransferase	5	5
K03813	transferase	5	5
K03814	glycosyltransferase	161	161
K03814	transferase	161	161
K03816	glycosyltransferase	170	170
K03816	transferase	170	170
K03820	transferase	88	88
K03821	transferase	10	10
K03831	nucleotidyltransferase	6	6
K03831	transferase	6	6
K03841	hydrolase	366	366
K03841	phosphatase	366	366
K03842	glycosyltransferase	14	14
K03842	transferase	14	14
K03843	glycosyltransferase	12	12
K03843	transferase	12	12
K03844	glycosyltransferase	17	17
K03844	transferase	17	17
K03845	glycosyltransferase	22	22
K03845	transferase	22	22
K03846	glycosyltransferase	7	7
K03846	transferase	7	7
K03847	glycosyltransferase	7	7
K03847	transferase	7	7
K03848	glycosyltransferase	11	11
K03848	transferase	11	11
K03849	glycosyltransferase	19	19
K03849	transferase	19	19
K03850	glycosyltransferase	20	20
K03850	transferase	20	20
K03853	cysteine_protease	5	5
K03853	hydrolase	5	5
K03853	protease	5	5
K03854	glycosyltransferase	7	7
K03854	transferase	7	7
K03857	glycosyltransferase	5	5
K03857	transferase	5	5
K03878	electron_transport	45	45
K03878	translocase	45	45
K03878	transporter	45	45
K03879	electron_transport	47	47
K03879	translocase	47	47
K03879	transporter	47	47
K03880	electron_transport	51	51
K03880	translocase	51	51
K03880	transporter	51	51
K03881	electron_transport	42	42
K03881	translocase	42	42
K03881	transporter	42	42
K03882	electron_transport	73	73
K03882	translocase	73	73
K03882	transporter	73	73
K03883	electron_transport	45	46
K03883	translocase	45	46
K03883	transporter	45	46
K03884	electron_transport	45	45
K03884	translocase	45	45
K03884	transporter	45	45
K03885	nad_binding	35	36
K03885	oxidoreductase	35	36
K03889	electron_transport	7	7
K03889	translocase	7	7
K03889	transporter	7	7
K03891	electron_transport	8	8
K03891	translocase	8	8
K03891	transporter	8	8
K03905	secreted	5	5
K03921	oxidoreductase	22	22
K03921	oxygenase	22	22
K03924	hydrolase	48	52
K03927	esterase	5	5
K03927	hydrolase	5	5
K03934	electron_transport	13	13
K03934	translocase	13	13
K03934	transporter	13	13
K03935	electron_transport	11	11
K03935	translocase	11	11
K03935	transporter	11	11
K03936	electron_transport	11	11
K03936	translocase	11	11
K03936	transporter	11	11
K03940	electron_transport	11	12
K03940	translocase	11	12
K03940	transporter	11	12
K03941	electron_transport	14	14
K03941	translocase	14	14
K03941	transporter	14	14
K03942	electron_transport	9	10
K03942	translocase	9	10
K03942	transporter	9	10
K03943	electron_transport	10	10
K03943	translocase	10	10
K03943	transporter	10	10
K03976	lyase	6	6
K03979	gtp_binding	771	773
K03979	hydrolase	771	773
K03989	secreted	6	6
K04035	monooxygenase	36	36
K04035	nad_binding	36	36
K04035	oxidoreductase	36	36
K04035	oxygenase	36	36
K04037	oxidoreductase	77	77
K04038	oxidoreductase	59	59
K04039	oxidoreductase	76	76
K04041	hydrolase	69	69
K04041	phosphatase	69	69
K04042	nucleotidyltransferase	589	589
K04042	transferase	589	589
K04047	metal_binding	80	88
K04047	oxidoreductase	80	88
K04066	isomerase	22	27
K04068	oxidoreductase	8	8
K04069	oxidoreductase	25	26
K04072	dehydrogenase	6	6
K04072	nad_binding	6	6
K04072	oxidoreductase	6	6
K04073	nad_binding	121	122
K04073	oxidoreductase	121	122
K04075	ligase	304	305
K04075	synthetase	304	305
K04076	hydrolase	10	10
K04076	peptidase	10	10
K04076	protease	10	10
K04077	isomerase	935	962
K04084	nad_binding	47	47
K04084	oxidoreductase	47	47
K04084	sulfur_metabolism	47	47
K04091	flavin_binding	78	78
K04091	monooxygenase	78	78
K04091	oxidoreductase	78	78
K04091	oxygenase	78	78
K04093	isomerase	10	10
K04093	mutase	10	10
K04094	methyltransferase	255	255
K04094	transferase	255	255
K04095	nucleotidyltransferase	28	29
K04095	transferase	28	29
K04097	transferase	10	10
K04104	transferase	12	12
K04119	dehydrogenase	5	5
K04119	nad_binding	5	5
K04119	oxidoreductase	5	5
K04124	dioxygenase	6	6
K04124	oxidoreductase	6	6
K04124	oxygenase	6	6
K04125	dioxygenase	11	11
K04125	enzyme	11	11
K04125	halogenase	11	11
K04125	isoprenoid_biosynthesis	11	11
K04125	lipid_metabolism	11	11
K04125	oxidase	11	11
K04125	oxidoreductase	11	11
K04125	oxygenase	11	11
K04140	regulator	5	5
K04140	regulatory	5	5
K04173	tonb_dependent_receptor	7	8
K04246	inner_membrane	5	5
K04246	membrane	5	5
K04246	regulator	5	5
K04246	regulatory	5	5
K04345	kinase	22	22
K04345	serine_threonine_kinase	22	22
K04345	transferase	22	22
K04348	hydrolase	21	21
K04348	phosphatase	21	21
K04353	gtp_binding	7	7
K04353	hydrolase	7	7
K04361	atp_binding	7	7
K04361	kinase	7	7
K04361	transferase	7	7
K04362	atp_binding	9	9
K04362	kinase	9	9
K04362	transferase	9	9
K04365	kinase	5	5
K04365	serine_threonine_kinase	5	5
K04365	transferase	5	5
K04366	kinase	6	6
K04366	serine_threonine_kinase	6	6
K04366	transferase	6	6
K04367	kinase	5	5
K04367	serine_threonine_kinase	5	5
K04367	transferase	5	5
K04368	kinase	12	12
K04368	transferase	12	12
K04369	kinase	5	5
K04369	transferase	5	5
K04371	kinase	19	19
K04371	serine_threonine_kinase	19	19
K04371	transferase	19	19
K04372	kinase	11	11
K04372	serine_threonine_kinase	11	11
K04372	transferase	11	11
K04373	kinase	12	12
K04373	serine_threonine_kinase	12	12
K04373	transferase	12	12
K04382	hydrolase	34	34
K04382	phosphatase	34	34
K04385	regulator	5	5
K04385	regulatory	5	5
K04392	gtp_binding	45	45
K04392	hydrolase	45	45
K04393	gtp_binding	16	16
K04393	hydrolase	16	16
K04394	cysteine_protease	6	6
K04394	hydrolase	6	6
K04394	protease	6	6
K04397	cysteine_protease	5	5
K04397	hydrolase	5	5
K04397	protease	5	5
K04398	cysteine_protease	5	5
K04398	hydrolase	5	5
K04398	protease	5	5
K04409	kinase	19	19
K04409	serine_threonine_kinase	19	19
K04409	transferase	19	19
K04411	kinase	10	10
K04411	serine_threonine_kinase	10	10
K04411	transferase	10	10
K04412	kinase	8	8
K04412	serine_threonine_kinase	8	8
K04412	transferase	8	8
K04422	kinase	8	8
K04422	serine_threonine_kinase	8	8
K04422	transferase	8	8
K04427	kinase	9	9
K04427	serine_threonine_kinase	9	9
K04427	transferase	9	9
K04429	kinase	16	16
K04429	serine_threonine_kinase	16	16
K04429	transferase	16	16
K04431	enzyme	5	5
K04431	kinase	5	5
K04431	phosphotransferase	5	5
K04431	protein_binding	5	5
K04431	regulator	5	5
K04431	regulatory	5	5
K04431	signaling	5	5
K04431	stress_response	5	5
K04431	transferase	5	5
K04433	kinase	5	5
K04433	transferase	5	5
K04440	kinase	14	14
K04440	serine_threonine_kinase	14	14
K04440	transferase	14	14
K04441	kinase	52	52
K04441	serine_threonine_kinase	52	52
K04441	transferase	52	52
K04445	kinase	6	6
K04445	serine_threonine_kinase	6	6
K04445	transferase	6	6
K04447	atp_binding	6	6
K04447	kinase	6	6
K04447	transferase	6	6
K04456	kinase	17	17
K04456	serine_threonine_kinase	17	17
K04456	transferase	17	17
K04457	hydrolase	5	5
K04457	phosphatase	5	5
K04459	hydrolase	20	20
K04459	phosphatase	20	20
K04460	hydrolase	11	12
K04460	phosphatase	11	12
K04461	hydrolase	5	5
K04461	phosphatase	5	5
K04464	kinase	9	9
K04464	serine_threonine_kinase	9	9
K04464	transferase	9	9
K04467	kinase	5	5
K04467	serine_threonine_kinase	5	5
K04467	transferase	5	5
K04468	kinase	7	7
K04468	serine_threonine_kinase	7	7
K04468	transferase	7	7
K04477	hydrolase	110	110
K04477	phosphatase	110	110
K04478	glycosyltransferase	18	18
K04478	transferase	18	18
K04479	nucleotidyltransferase	12	12
K04479	transferase	12	12
K04485	atp_binding	34	34
K04485	atpase	34	34
K04485	hydrolase	34	34
K04486	hydrolase	7	7
K04486	phosphatase	7	7
K04487	sulfurtransferase	185	186
K04487	transferase	185	186
K04498	transferase	9	9
K04499	atp_binding	22	22
K04499	atpase	22	22
K04499	hydrolase	22	22
K04506	transferase	27	28
K04513	gtp_binding	19	19
K04513	hydrolase	19	19
K04515	kinase	24	24
K04515	serine_threonine_kinase	24	24
K04515	transferase	24	24
K04517	nad_binding	18	18
K04517	oxidoreductase	18	18
K04518	dehydratase	25	25
K04518	lyase	25	25
K04521	hydrolase	6	6
K04521	peptidase	6	6
K04521	protease	6	6
K04522	hydrolase	8	8
K04522	peptidase	8	8
K04522	protease	8	8
K04552	transferase	7	7
K04554	transferase	13	13
K04555	transferase	6	6
K04556	enzyme	5	5
K04556	transferase	5	5
K04556	ubiquitin_ligase	5	5
K04563	kinase	8	8
K04563	serine_threonine_kinase	8	8
K04563	transferase	8	8
K04564	oxidative_stress	151	155
K04564	oxidoreductase	151	155
K04564	superoxide_dismutase	151	155
K04565	oxidative_stress	83	84
K04565	oxidoreductase	83	84
K04565	superoxide_dismutase	83	84
K04566	ligase	45	45
K04566	translation	45	45
K04566	trna_synthetase	45	45
K04567	ligase	455	455
K04567	translation	455	455
K04567	trna_synthetase	455	455
K04568	ligase	84	85
K04568	synthetase	84	85
K04615	regulator	8	9
K04615	regulatory	8	9
K04615	signaling	8	9
K04631	gtp_binding	8	8
K04631	hydrolase	8	8
K04634	gtp_binding	7	7
K04634	hydrolase	7	7
K04646	cytoplasmic	12	14
K04649	transferase	8	8
K04658	regulator	6	6
K04658	regulatory	6	6
K04670	kinase	7	7
K04670	serine_threonine_kinase	7	7
K04670	transferase	7	7
K04674	kinase	5	5
K04674	serine_threonine_kinase	5	5
K04674	transferase	5	5
K04678	transferase	8	8
K04682	dna_binding	6	6
K04682	regulator	6	6
K04682	transcription	6	6
K04682	transcription_factor	6	6
K04688	kinase	11	11
K04688	serine_threonine_kinase	11	11
K04688	transferase	11	11
K04702	kinase	5	5
K04702	serine_threonine_kinase	5	5
K04702	transferase	5	5
K04706	enzyme	7	7
K04706	protein_modification	7	7
K04706	transferase	7	7
K04708	dehydrogenase	19	19
K04708	nad_binding	19	19
K04708	oxidoreductase	19	19
K04709	cytoplasmic	5	5
K04709	transferase	5	5
K04711	amidase	6	6
K04711	hydrolase	6	6
K04712	oxidoreductase	19	19
K04712	oxygenase	19	19
K04714	transferase	15	15
K04718	atp_binding	13	13
K04718	enzyme	11	13
K04718	kinase	13	13
K04718	phosphotransferase	11	13
K04718	transferase	13	13
K04725	transferase	5	5
K04727	nad_binding	5	5
K04727	oxidoreductase	5	5
K04728	kinase	17	17
K04728	serine_threonine_kinase	17	17
K04728	transferase	17	17
K04730	kinase	5	5
K04730	serine_threonine_kinase	5	5
K04730	transferase	5	5
K04756	oxidoreductase	58	58
K04756	peroxidase	58	58
K04757	kinase	44	46
K04757	serine_threonine_kinase	44	46
K04757	transferase	44	46
K04765	hydrolase	6	6
K04768	amidase	8	8
K04768	hydrolase	8	8
K04771	hydrolase	35	38
K04771	peptidase	35	38
K04771	protease	35	38
K04773	hydrolase	9	9
K04773	peptidase	9	9
K04773	protease	9	9
K04774	hydrolase	6	6
K04774	peptidase	6	6
K04774	protease	6	6
K04788	ligase	5	5
K04788	synthetase	5	5
K04793	monooxygenase	5	5
K04793	nad_binding	5	5
K04793	oxidoreductase	5	5
K04793	oxygenase	5	5
K04794	esterase	49	49
K04794	hydrolase	49	49
K04795	methyltransferase	49	49
K04795	transferase	49	49
K04799	hydrolase	149	149
K04819	ion_channel	9	10
K04819	ion_transporter	10	10
K04819	membrane	9	10
K04819	tonb_dependent_receptor	9	10
K04819	transporter	10	10
K04829	inner_membrane	6	6
K04829	ion_channel	6	6
K04829	ion_transporter	6	6
K04829	membrane	6	6
K04829	transporter	6	6
K04850	ion_channel	5	5
K04850	ion_transporter	5	5
K04850	metal_transporter	5	5
K04850	transporter	5	5
K04874	inner_membrane	5	5
K04874	ion_channel	5	5
K04874	ion_transporter	5	5
K04874	membrane	5	5
K04874	transporter	5	5
K04875	inner_membrane	5	5
K04875	ion_channel	5	5
K04875	ion_transporter	5	5
K04875	membrane	5	5
K04875	metal_transporter	5	5
K04875	transporter	5	5
K04882	dehydrogenase	6	6
K04882	nad_binding	6	6
K04882	oxidoreductase	6	6
K04944	membrane	5	5
K04958	cytoplasmic	6	6
K04977	abc_permease	5	5
K04977	inner_membrane	5	5
K04977	ion_transporter	5	5
K04977	membrane	5	5
K04977	metal_transporter	5	5
K04977	transporter	5	5
K04984	membrane	7	7
K05021	oxidoreductase	5	5
K05021	sulfur_metabolism	5	5
K05024	oxidoreductase	5	5
K05024	sulfur_metabolism	5	5
K05027	hydrolase	5	5
K05027	peptidase	5	5
K05027	protease	5	5
K05031	isomerase	20	20
K05037	ion_transporter	7	7
K05037	metal_transporter	7	7
K05037	sodium_transporter	7	7
K05037	symporter	7	7
K05037	transporter	7	7
K05041	ion_transporter	5	5
K05041	metal_transporter	5	5
K05041	sodium_transporter	5	5
K05041	symporter	5	5
K05041	transporter	5	5
K05052	regulator	6	6
K05052	regulatory	6	6
K05052	signaling	6	6
K05052	tonb_dependent_receptor	6	6
K05087	atp_binding	7	7
K05087	kinase	7	7
K05087	transferase	7	7
K05091	atp_binding	10	10
K05091	kinase	10	10
K05091	transferase	10	10
K05094	atp_binding	5	5
K05094	kinase	5	5
K05094	transferase	5	5
K05099	atp_binding	21	21
K05099	kinase	21	21
K05099	transferase	21	21
K05101	atp_binding	6	6
K05101	kinase	6	6
K05101	transferase	6	6
K05105	atp_binding	5	5
K05105	kinase	5	5
K05105	transferase	5	5
K05116	atp_binding	6	6
K05116	kinase	6	6
K05116	transferase	6	6
K05119	atp_binding	5	5
K05119	kinase	5	5
K05119	transferase	5	5
K05128	regulator	5	5
K05128	regulatory	5	5
K05129	atp_binding	5	5
K05129	kinase	5	5
K05129	transferase	5	5
K05170	glycosidase	7	7
K05170	hydrolase	7	7
K05193	inner_membrane	5	5
K05193	membrane	5	5
K05262	regulator	6	6
K05262	regulatory	6	6
K05262	signaling	6	6
K05264	regulator	5	5
K05264	regulatory	5	5
K05264	signaling	5	5
K05275	cytoplasmic	7	7
K05275	oxidoreductase	7	7
K05277	oxidoreductase	5	5
K05277	oxygenase	5	5
K05278	oxidoreductase	8	9
K05278	oxygenase	8	9
K05282	dioxygenase	7	7
K05282	oxidoreductase	7	7
K05282	oxygenase	7	7
K05283	transferase	21	22
K05284	glycosyltransferase	21	21
K05284	transferase	21	21
K05285	transferase	14	14
K05286	glycosyltransferase	19	19
K05286	transferase	19	19
K05294	hydrolase	22	22
K05298	nad_binding	5	5
K05298	oxidoreductase	5	5
K05302	methyltransferase	10	10
K05302	transferase	10	10
K05306	hydrolase	64	65
K05310	transferase	11	11
K05349	carbohydrate_active	51	51
K05349	glycosidase	51	51
K05349	hydrolase	51	51
K05350	carbohydrate_active	19	20
K05350	glycosidase	19	20
K05350	hydrolase	19	20
K05351	dehydrogenase	13	13
K05351	nad_binding	13	13
K05351	oxidoreductase	13	13
K05357	enzyme	7	8
K05357	halogenase	7	8
K05357	oxidase	7	8
K05357	oxidoreductase	8	8
